Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Frequency (Hz),AC Voltage (Vrms),Re[Impedance] (Ohm),-Im[Impedance] (Ohm),Re[Cp] (F),Im[Cp] (F),Re[Modulus],Im[Modulus],Re[Permittivity],Im[Permittivity],Loss Factor,Re[Sp.Impedance] (Ohm-cm),-Im[Sp.Impedance] (Ohm-cm)
,582724.777,329.9767,-0.019,8.467957e+02,0.5,25781.91,523.3985,1.47931586278557E-10,-7.28691206335323E-09,4.47012222724391E-07,2.20192241574636E-05,921.587178146411,45396.1516590604,49.258662376755,46740.2303367326,948.873316519231
,582725.573,329.9767,-0.019,6.416440e+02,0.5,25847.69,584.7312,2.16977435417394E-10,-9.59135665697987E-09,3.78404926340114E-07,1.67271615239825E-05,1351.73040091132,59752.4270405472,44.2043968237029,46859.4834235501,1060.06385768448
,582726.368,329.9767,-0.019,4.861923e+02,0.5,25934.1,673.6866,3.27667201014708E-10,-1.26138087915591E-08,3.30348251865011E-07,1.27170179705109E-05,2041.30773387137,78581.7602739812,38.4957931477337,47016.1368019614,1221.33181206397
,582727.179,329.9767,-0.019,3.684033e+02,0.5,26050.98,787.7062,5.00974987707444E-10,-1.65682197058584E-08,2.92679266060227E-07,9.679474030482E-06,3120.98407688176,103217.029099384,33.0719499224457,47228.0294864738,1428.03885459504
,582727.975,329.9767,-0.019,2.791500e+02,0.5,26209.7,919.3582,7.62096268112261E-10,-2.17263679796862E-08,2.5883680902987E-07,7.37909893405006E-06,4747.72269313045,135351.365191654,28.508692259448,47515.7742408014,1666.71181576399
,582728.771,329.9767,-0.019,2.115173e+02,0.5,26421.26,1053.717,1.13395637420195E-09,-2.84332094779215E-08,2.2479096904451E-07,5.63648554476862E-06,7064.34427786159,177133.781551302,25.0743415926667,47899.3130527063,1910.29195624881
,582729.582,329.9767,-0.019,1.602760e+02,0.5,26689.48,1166.563,1.62313668576618E-09,-3.71353061189346E-08,1.88571762455531E-07,4.31428245420234E-06,10111.8496435538,231346.278619017,22.8787300814444,48385.5712306659,2114.87136997646
,582730.377,329.9767,-0.019,1.214445e+02,0.5,27005.49,1228.664,2.20329883591196E-09,-4.84275315954826E-08,1.50492613938899E-07,3.30776093447908E-06,13726.1555012184,301694.812517172,21.9795566566612,48958.468280912,2227.45476834149
,582731.189,329.9767,-0.019,9.202165e+01,0.5,27339.51,1219.35,2.81587092767745E-09,-6.31357127862771E-08,1.13168099941879E-07,2.53738500023947E-06,17542.3694664927,393324.136181466,22.4213802435724,49564.0158038487,2210.56934343091
,582732,329.9767,-0.019,6.972812e+01,0.5,27654.03,1137.943,3.39065932136537E-09,-8.23990257796897E-08,8.00257475844509E-08,1.94476737804339E-06,21123.1977878539,513331.111770314,24.301770826834,50134.211621207,2062.98594363538
,582732.811,329.9767,-0.019,5.283509e+01,0.5,27919.24,1004.177,3.87563882418007E-09,-1.07754798691467E-07,5.35097708134425E-08,1.48773785267487E-06,24144.53287052,671293.016968062,27.803106424465,50615.0129461517,1820.48049500014
,582733.638,329.9767,-0.019,4.003407e+01,0.5,28124.67,848.5309,4.2607468804554E-09,-1.41223024366393E-07,3.4261318542738E-08,1.1355959786254E-06,26543.6868023648,879794.043917392,33.1451335478767,50987.4386321492,1538.30843850727
,582734.433,329.9767,-0.019,3.033521e+01,0.5,28274.74,693.8648,4.55083034916757E-09,-1.8544469312584E-07,2.12287712009356E-08,8.65064759339201E-07,28350.8546431393,1155287.08735846,40.7496388345395,51259.5017324638,1257.91303183321
,582735.213,329.9767,-0.019,2.298591e+01,0.5,28381.17,555.0335,4.76928682316795E-09,-2.43873460083201E-07,1.28671625181773E-08,6.57951505352414E-07,29711.7991884288,1519287.79753413,51.1341567671141,51452.4495286022,1006.22466041511
,582736.04,329.9767,-0.019,1.741690e+01,0.5,28456.73,437.2083,4.93245598654616E-09,-3.21040493160875E-07,7.68007705724737E-09,4.99875869687933E-07,30728.3137315439,2000024.53570492,65.0873508119585,51589.4328554482,792.61841528154
,582736.867,329.9767,-0.019,1.319742e+01,0.5,28512.19,341.269,5.06182579500914E-09,-4.22903160891266E-07,4.54242336382134E-09,3.79508358537439E-07,31534.2643720936,2634610.63644035,83.5475533962944,51689.9767319289,618.689292871878
,582737.663,329.9767,-0.019,1.000008e+01,0.5,28554.65,264.9974,5.17214462120674E-09,-5.57321616770357E-07,2.67267389426178E-09,2.87992514699322E-07,32221.5308193041,3472013.44243167,107.754453439921,51766.9528046906,480.415900708492
,582825.585,327.9843,-0.019,5.000000e+05,0.5,18670.08,7082.34,5.65387798953527E-12,-1.49044460411196E-11,0.00357150395216802,0.00941500471698523,35.2226430679139,92.8520183850815,2.63614568066487,33847.1369888897,12839.6306915607
,582826.38,327.9843,-0.019,3.788642e+05,0.5,19676.89,6084.822,6.02571480176041E-12,-1.94857511568311E-11,0.00232506892079834,0.00751872863281253,37.5391195360581,121.392725343135,3.23376591788552,35672.3908705969,11031.2223507885
,582827.192,327.9843,-0.019,2.870762e+05,0.5,20397.05,5271.607,6.58490963730516E-12,-2.54785174838707E-11,0.00152631639178566,0.00590566629095675,41.0228027945701,158.726581807215,3.86922811203491,36977.974680303,9556.93838915472
,582827.987,327.9843,-0.019,2.175258e+05,0.5,20994.51,4685.198,7.4082996189769E-12,-3.31968084238077E-11,0.00102788157470938,0.00460596755975985,46.1523742999686,206.810146287187,4.48102940366661,38061.1146810626,8493.83283446412
,582829.079,327.9843,-0.019,1.648255e+05,0.5,21586.83,4302.785,8.57525380307477E-12,-4.30215653475199E-11,0.000715283764501666,0.00358853835970366,53.422288999077,268.016615014217,5.01694367717653,39134.9363348134,7800.55325573
,582829.89,327.9843,-0.019,1.248930e+05,0.5,22140.74,4091.176,1.02840727136534E-11,-5.56556305800811E-11,0.00051533599055858,0.0027889096385978,64.0679234939168,346.724569272674,5.41182779719083,40139.1241931148,7416.92561133416
,582830.686,327.9843,-0.019,9.463495e+04,0.5,22748.41,3966.207,1.25094079988928E-11,-7.17484342133661E-11,0.000378556996771228,0.00217123558375056,77.9313621113575,446.979841739885,5.73555792725897,41240.7739843336,7190.36831418468
,582831.482,327.9843,-0.019,7.170755e+04,0.5,23430.53,3873.574,1.52437610748274E-11,-9.2206680749245E-11,0.000280144014302003,0.00169453913399448,94.9658900218572,574.431038398602,6.04881435077786,42477.3947745424,7022.43320942392
,582832.293,327.9843,-0.019,5.433485e+04,0.5,24175.61,3750.434,1.83543922134731E-11,-1.18313941250523E-10,0.000205524976533093,0.00132483112032453,114.344562592303,737.074576129619,6.44608330662531,43828.1562510697,6799.19172096689
,582833.088,327.9843,-0.019,4.117107e+04,0.5,24937.62,3548.177,2.16181715166682E-11,-1.51938797409908E-10,0.000147333649344797,0.00103550374194236,134.677320685361,946.55138282833,7.02829086598555,45209.6102596708,6432.5183919848
,582833.884,327.9843,-0.019,3.119651e+04,0.5,25668.99,3256.686,2.48163301066295E-11,-1.95600720899642E-10,0.000102467501452708,0.000807642268893759,154.601273536358,1218.55731390501,7.8819358083647,46535.5167678146,5904.07203246045
,582834.68,327.9843,-0.019,2.363846e+04,0.5,26314.18,2886.625,2.77342439285544E-11,-2.52822547750362E-10,6.88199285806424E-05,0.000627355471617604,172.779351882375,1575.03900427529,9.1158983241675,47705.186866382,5233.18549307521
,582835.491,327.9843,-0.019,1.791157e+04,0.5,26839.53,2475.867,3.02819996534732E-11,-3.28270718160299E-10,4.47264830550538E-05,0.000484855520813762,188.651411854158,2045.06753715044,10.8404571004824,48657.598072821,4488.51903769407
,582836.286,327.9843,-0.019,1.357207e+04,0.5,27238.77,2063.799,3.24324590193251E-11,-4.28055392875867E-10,2.82499982964905E-05,0.000372853754701158,202.048386959679,2666.70811511474,13.1983637941486,49381.3834541072,3741.47767286126
,582837.082,327.9843,-0.019,1.028394e+04,0.5,27524.07,1684.868,3.42906803446435E-11,-5.6017390451572E-10,1.74755357926063E-05,0.000285481040914305,213.624771629461,3489.78268212305,16.3360393811266,49898.6061003375,3054.51063970784
,582837.878,327.9843,-0.019,7.792469e+03,0.5,27721.07,1357.613,3.59966348141899E-11,-7.35014494888156E-10,1.06697488161506E-05,0.000217865366503509,224.252561171818,4579.00811639491,20.4189780150897,50255.7489720772,2461.2274392449
,582838.689,327.9843,-0.019,5.904585e+03,0.5,27856.13,1090.36,3.78177905834166E-11,-9.66155481496414E-10,6.49324377963705E-06,0.000165887085776497,235.598034093107,6018.97489401852,25.5476448145567,50500.6003236365,1976.72234330039
,582839.485,327.9843,-0.019,4.474074e+03,0.5,27951.55,882.0055,4.01186574345544E-11,-1.27139644731787E-09,3.97994142274479E-06,0.000126127934207805,249.932020782318,7920.57121582348,31.6909021542383,50673.588002933,1598.99480792017
,582840.28,327.9843,-0.019,3.390107e+03,0.5,28022.57,726.2051,4.3386769463373E-11,-1.67419477549969E-09,2.48300887012909E-06,9.58135516726794E-05,270.291770976803,10429.9323601851,38.5876799818674,50802.3407275571,1316.54301972623
,582841.091,327.9843,-0.019,2.568774e+03,0.5,28078.89,616.9434,4.84582545208891E-11,-2.20547622080737E-09,1.59837209412297E-06,7.27465667190029E-05,301.88621081717,13739.7202175307,45.5129109088451,50904.4437048992,1118.46161206547
,582841.887,327.9843,-0.019,1.946446e+03,0.5,28127.06,547.9138,5.66079104881519E-11,-2.90595727790553E-09,1.07561882542342E-06,5.52167060581682E-05,352.657101839667,18103.5912270697,51.3348267555955,50991.7714822175,993.317299481475
,582842.683,327.9843,-0.019,1.474880e+03,0.5,28299.46,508.4225,6.84846207494892E-11,-3.81194338471515E-09,7.56283294072423E-07,4.20957153337446E-05,426.646870831923,23747.7217377932,55.661305312019,51304.3168176892,921.723206635095
,582843.478,327.9843,-0.019,1.117550e+03,0.5,28425.29,522.5367,9.20685725909414E-11,-5.00840587040788E-09,5.88965876274064E-07,3.2038947375743E-05,573.570649410071,31201.4678489943,54.3986479801323,51532.4350286081,947.310952423468
,582844.289,327.9843,-0.019,8.467957e+02,0.5,28480.85,557.3582,1.29092133521603E-10,-6.59657234971829E-09,4.76015746769747E-07,2.43242731180543E-05,804.22077560267,41095.459395454,51.0997236606549,51633.1601958866,1010.43912759244
,582845.085,327.9843,-0.019,6.416440e+02,0.5,28548.29,613.688,1.86685577291696E-10,-8.6844683281093E-09,3.97144127824566E-07,1.84748369414634E-05,1163.01757254817,54102.6758486417,46.519224752643,51755.4227099482,1112.55987143267
,582845.881,327.9843,-0.019,4.861923e+02,0.5,28635.7,700.3627,2.79420380213333E-10,-1.142464923057E-08,3.43429116174285E-07,1.40417717020509E-05,1740.73871710203,71173.5100703086,40.8869575721266,51913.8889963379,1269.69312658589
,582846.692,327.9843,-0.019,3.684033e+02,0.5,28752.88,815.2098,4.25651841729655E-10,-1.50129651618906E-08,3.02898474011128E-07,1.06833890802406E-05,2651.73442373421,93528.0729911476,35.2705279058225,52126.3255532438,1477.90035046906
,582847.487,327.9843,-0.019,2.791500e+02,0.5,28911.8,951.5949,6.48357932833225E-10,-1.96987130579279E-08,2.67912754142072E-07,8.13985022955122E-06,4039.15331931531,122719.439687393,30.3824663204899,52414.4328891671,1725.15398639046
,582848.283,327.9843,-0.019,2.115173e+02,0.5,29124.8,1095.717,9.70572227027491E-10,-2.57983785938616E-08,2.33750889687215E-07,6.21323563653955E-06,6046.49042435909,160719.258997874,26.5805860454844,52800.5822885608,1986.43409134054
,582849.094,327.9843,-0.019,1.602760e+02,0.5,29398.33,1223.812,1.40369727941505E-09,-3.37195221491093E-08,1.97825908891528E-07,4.7521607502975E-06,8744.78160649201,210066.558789734,24.0219331073727,53296.4670078856,2218.65853883042
,582849.89,327.9843,-0.019,1.214445e+02,0.5,29727.35,1304.875,1.93135889548409E-09,-4.39997561924851E-08,1.59827299907478E-07,3.64114730062615E-06,12032.0185786797,274110.568058177,22.7817607050484,53892.9499909304,2365.61829828139
,582850.701,327.9843,-0.019,9.202165e+01,0.5,30084.25,1313.371,2.50501866477732E-09,-5.73802891687324E-08,1.2189420641224E-07,2.79212482935701E-06,15605.8157730366,357468.882113261,22.9061323875737,54539.9768484122,2381.02076446566
,582851.512,327.9843,-0.019,6.972812e+01,0.5,30429.66,1242.845,3.05853994139428E-09,-7.48849056101509E-08,8.74029720790908E-08,2.13996332877891E-06,19054.1537797748,466519.494471364,24.4838736930188,55166.1733932225,2253.16361638282
,582852.308,327.9843,-0.019,5.283509e+01,0.5,30727.5,1110.178,3.53731136956321E-09,-9.79056827898351E-08,5.91582662639414E-08,1.63738213748179E-06,22036.8136738727,609934.79618937,27.6779939793438,55706.1299055016,2012.65055361582
,582853.15,327.9843,-0.019,4.003407e+01,0.5,30963.44,946.1917,3.91979581421568E-09,-1.28272486966138E-07,3.8204590117101E-08,1.25021761849681E-06,24419.6229771436,799114.524969312,32.7242777547087,56133.8674139193,1715.35848200171
,582853.946,327.9843,-0.019,3.033521e+01,0.5,31137.44,778.796,4.21173264369667E-09,-1.68391430476205E-07,2.38272385286065E-08,9.52648973608203E-07,26238.336922195,1049048.32795062,39.9815099204413,56449.3134021564,1411.88548192613
,582854.726,327.9843,-0.019,2.298591e+01,0.5,31261.38,625.2373,4.42808348157748E-09,-2.21400739190251E-07,1.44946745584301E-08,7.24722484323016E-07,27586.1637331422,1379286.78791873,49.9992242945199,56674.0052169962,1133.49768954731
,582855.553,327.9843,-0.019,1.741690e+01,0.5,31349.27,493.9964,4.59206899290313E-09,-2.91415100833019E-07,8.67762670105484E-09,5.50686730531998E-07,28607.7639771559,1815463.66940353,63.4605231940962,56833.3416992155,895.570014848267
,582856.379,327.9843,-0.019,1.319742e+01,0.5,31413.82,386.3488,4.72069673607871E-09,-3.83837396522946E-07,5.14245306694818E-09,4.18130184443586E-07,29409.0916844199,2391237.95010588,81.3094799310882,56950.3649092196,700.414821955403
,582857.175,327.9843,-0.019,1.000008e+01,0.5,31462.51,299.7641,4.81918498151406E-09,-5.05809920776823E-07,3.02331903825048E-09,3.17320204367855E-07,30022.6557411214,3151104.84037811,104.957564965251,57038.6353986866,543.444728520243
,582946.47,325.9662,-0.019,5.000000e+05,0.5,20181.77,8318.373,5.55682051771717E-12,-1.34817798648665E-11,0.0041948144321097,0.0101773243471432,34.6179924735342,83.9890639627001,2.4261679537573,36587.6918507186,15080.4447787948
,582947.281,325.9662,-0.019,3.788642e+05,0.5,21446.23,7143.358,5.8727965765191E-12,-1.76316721244044E-11,0.00272954569187664,0.00819481043838142,36.5864664939828,109.842146413108,3.0022616814109,38880.041473054,12950.2507105851
,582948.077,325.9662,-0.019,2.870762e+05,0.5,22337.76,6147.254,6.34922211805596E-12,-2.30716674241581E-11,0.00177984712150772,0.00646757037157246,39.5545119362527,143.732338788856,3.63377859447487,40496.3033230142,11144.4058216944
,582948.872,325.9662,-0.019,2.175258e+05,0.5,23046.64,5403.933,7.05602084173241E-12,-3.00924478841436E-11,0.00118556423051149,0.00505618260209283,43.9577408723902,187.470538420677,4.26479010750133,41781.4375307243,9796.8332503011
,582949.98,325.9662,-0.019,1.648255e+05,0.5,23714.03,4901.569,8.07144511073857E-12,-3.90500453016999E-11,0.00081482405611358,0.00394215854380487,50.2836514519783,243.274759376387,4.83804879621199,42991.3541864116,8886.09354665299
,582950.776,325.9662,-0.019,1.248930e+05,0.5,24314.35,4608.629,9.58957905126264E-12,-5.0593003126324E-11,0.000580515820104537,0.00306270364365601,59.7413528766177,315.185310710753,5.27583148914786,44079.6791039894,8355.02028346797
,582951.571,325.9662,-0.019,9.463495e+04,0.5,24960.47,4437.262,1.16108940196323E-11,-6.5313558642742E-11,0.000423517122683484,0.00238236697207138,72.3337816114598,406.891724198254,5.62519634855909,45251.0352069767,8044.34768193787
,582952.382,325.9662,-0.019,7.170755e+04,0.5,25687.18,4327.794,1.4155743157213E-11,-8.40199701078882E-11,0.000312994042254549,0.00185774422311233,88.1877340668543,523.4293034205,5.93539803419479,46568.4935639412,7845.89227136117
,582953.178,325.9662,-0.019,5.433485e+04,0.5,26491.81,4208.059,1.71308176515533E-11,-1.07846958982656E-10,0.000230602972142656,0.0014517596173054,106.721913122108,671.867159007843,6.2954939557644,48027.2137105806,7628.8237345705
,582953.974,325.9662,-0.019,4.117107e+04,0.5,27333.3,4016.242,2.03416820673877E-11,-1.38439192272908E-10,0.000166769467958291,0.00113498138273151,126.725020983248,862.451270625978,6.80569049375013,49552.757645303,7281.07716488265
,582954.769,325.9662,-0.019,3.119651e+04,0.5,28162.55,3729.318,2.3574917587106E-11,-1.78029815449568E-10,0.000117338268897465,0.000886098977008208,146.867496798312,1109.09373294455,7.5516622610354,51056.11158637,6760.91035609553
,582955.58,325.9662,-0.019,2.363846e+04,0.5,28915.1,3347.08,2.65972495410859E-11,-2.29771063197011E-10,7.9797620596266E-05,0.000689363916997231,165.696081328226,1431.43240114183,8.63890316335433,52420.4154854957,6067.94803625763
,582956.376,325.9662,-0.019,1.791157e+04,0.5,29545.18,2903.837,2.92759442667954E-11,-2.97869006777047E-10,5.24577517189486E-05,0.000533733028724287,182.383867726554,1855.670342749,10.1745311462041,53562.6925445099,5264.38926519899
,582957.172,325.9662,-0.019,1.357207e+04,0.5,30034.88,2442.718,3.15450939127305E-11,-3.87868395065494E-10,3.34367733189165E-05,0.000411127880590744,196.52026193145,2416.35034608157,12.2956804674138,54450.4735815199,4428.42295111894
,582957.983,325.9662,-0.019,1.028394e+04,0.5,30391.28,2006.419,3.34730067822386E-11,-5.07016491351463E-10,2.08106789668184E-05,0.000315219887506393,208.53081238804,3158.62155806559,15.1470256212685,55096.5939850125,3637.45301306213
,582958.778,325.9662,-0.019,7.792469e+03,0.5,30639.84,1621.601,3.5180542842342E-11,-6.64729612156445E-10,1.2744482669228E-05,0.000240804556649829,219.168454955131,4141.14593717715,18.8948082789786,55547.2103921173,2939.81339064002
,582959.574,325.9662,-0.019,5.904585e+03,0.5,30810.29,1301.895,3.69013570630429E-11,-8.73297395339792E-10,7.7529638013964E-06,0.000183479514922882,229.888818074767,5440.48571708226,23.6657257305697,55856.2205570312,2360.21583250583
,582960.37,325.9662,-0.019,4.474074e+03,0.5,30929.66,1048.864,3.89573000753808E-11,-1.14880103221152E-09,4.73286989755256E-06,0.000139566289581428,242.696973295942,7156.82382756254,29.4887230374958,56072.6273824098,1901.49391382976
,582961.181,325.9662,-0.019,3.390107e+03,0.5,31016.62,856.5988,4.17698501728082E-11,-1.51244616530741E-09,2.92884533383466E-06,0.000106050677117833,260.218654587202,9422.26760794262,36.2090397511647,56230.2778602092,1552.934798786
,582961.976,325.9662,-0.019,2.568774e+03,0.5,31084.04,718.422,4.60431153895737E-11,-1.9921523011463E-09,1.86128205051551E-06,8.05322856336613E-05,286.840328373452,12410.7505627243,43.267104849239,56352.5041161112,1302.43297563975
,582962.772,325.9662,-0.019,1.946446e+03,0.5,31139.55,626.8935,5.28410524096288E-11,-2.62476256902051E-09,1.23066520707377E-06,6.11305760052288E-05,329.190253451202,16351.7987614425,49.6727913114429,56453.1386379908,1136.5002277411
,582963.568,325.9662,-0.019,1.474880e+03,0.5,31332.29,569.6254,6.25930765393643E-11,-3.44293710590075E-09,8.4732318868524E-07,4.6607078742645E-05,389.943609952195,21448.878983748,55.0050787763327,56802.5585217427,1032.67843234475
,582964.379,325.9662,-0.019,1.117550e+03,0.5,31470.33,572.4019,8.22822153400269E-11,-4.5238292708003E-09,6.4517035189E-07,3.54710979823694E-05,512.603403738682,28182.6427808495,54.9794296629693,57052.8123390775,1037.71197134671
,582965.175,325.9662,-0.019,8.467957e+02,0.5,31528.97,598.3549,1.13089025768975E-10,-5.95897267791948E-09,5.11029270865374E-07,2.69275417486115E-05,704.524292340829,37123.3281075917,52.6927580939005,57159.1212629294,1084.76237210946
,582965.97,325.9662,-0.019,6.416440e+02,0.5,31598.48,648.0081,1.60912365011133E-10,-7.84648547997622E-09,4.19354153409802E-07,2.04487472138644E-05,1002.45509515618,48882.193409605,48.762476888792,57285.1364965062,1174.77905454128
,582966.781,325.9662,-0.019,4.861923e+02,0.5,31687.33,731.053,2.38208283265428E-10,-1.03250851587574E-08,3.58478379369089E-07,1.55381657758514E-05,1483.9947647983,64323.4236511391,43.3447780119909,57446.2133703848,1325.33181631459
,582967.577,325.9662,-0.019,3.684033e+02,0.5,31805.24,845.6014,3.60876214638613E-10,-1.35734810950793E-08,3.14190744127062E-07,1.18175206695966E-05,2248.19391636015,84560.3461351585,37.6125678126834,57659.9733501149,1532.99752458462
,582968.373,325.9662,-0.019,2.791500e+02,0.5,31964.43,985.7815,5.49562486380996E-10,-1.78198227767018E-08,2.77537675587903E-07,8.99929000868067E-06,3423.67545552645,111014.29113946,32.4254715674822,57948.5701711923,1787.13114628396
,582969.168,325.9662,-0.019,2.115173e+02,0.5,32178.55,1138.964,8.26614318423975E-10,-2.33538989609169E-08,2.42976834640431E-07,6.86469653326958E-06,5149.65854349251,145490.590505671,28.2524733002975,58336.7500275219,2064.8369226813
,582969.979,325.9662,-0.019,1.602760e+02,0.5,32456.69,1282.324,1.20689076216276E-09,-3.05474118330317E-08,2.07284215870918E-07,5.24653639518209E-06,7518.71239816333,190304.882000449,25.3108340793746,58840.992252627,2324.73541046107
,582970.791,325.9662,-0.019,1.214445e+02,0.5,32797.76,1383.317,1.68230175885873E-09,-3.98865403480377E-08,1.69435249373398E-07,4.01722572952465E-06,10480.4374085326,248485.973077809,23.7095040399272,59459.3207768111,2507.82642592104
,582971.602,325.9662,-0.019,9.202165e+01,0.5,33177.46,1412.137,2.21479404552345E-09,-5.20354900789316E-08,1.31060697213782E-07,3.07920622388788E-06,13797.7685897721,324171.745005208,23.4945051365413,60147.6819361999,2560.07443385779
,582972.397,325.9662,-0.019,6.972812e+01,0.5,33554.86,1355.621,2.74368607778563E-09,-6.79127884740986E-08,9.53339349740549E-08,2.35974276092176E-06,17092.6708335621,423084.458595919,24.7523902329633,60831.8734072385,2457.61612655198
,582973.209,325.9662,-0.019,5.283509e+01,0.5,33889.7,1226.072,3.21154588855585E-09,-8.87699308844759E-08,6.53339318872858E-08,1.80588689039514E-06,20007.3533136372,553020.704814376,27.6408726404322,61438.9075147174,2222.75571086155
,582974.035,325.9662,-0.019,4.003407e+01,0.5,34159.22,1055.796,3.59366437008298E-09,-1.16269404149879E-07,4.26301070145455E-08,1.37925432956121E-06,22387.8827324529,724337.477687035,32.3539964159743,61927.5224730488,1914.06099193585
,582974.831,325.9662,-0.019,3.033521e+01,0.5,34360.8,874.782,3.88477973677804E-09,-1.52591319413846E-07,2.67639271061119E-08,1.0512675689574E-06,24201.4791120819,950616.477561751,39.2792718643045,62292.9684633296,1585.89926713838
,582975.611,325.9662,-0.019,2.298591e+01,0.5,34505.59,705.8067,4.10285426242753E-09,-2.00580990530519E-07,1.63624889584474E-08,7.99931957828842E-07,25560.0441878359,1249583.49804181,48.8881587550812,62555.4594095184,1279.56259762016
,582976.438,325.9662,-0.019,1.741690e+01,0.5,34608.2,559.1479,4.26483894060153E-09,-2.63970228671387E-07,9.82208928421086E-09,6.07933661855524E-07,26569.1796011493,1644487.05158777,61.8945363114124,62741.4818971794,1013.68368900133
,582977.265,325.9662,-0.019,1.319742e+01,0.5,34683.33,437.9493,4.38982029318872E-09,-3.47651168455712E-07,5.82927582783435E-09,4.61648636492402E-07,27347.7909508233,2165804.2570645,79.1948520068419,62877.6856735947,793.961780093515
,582978.06,325.9662,-0.019,1.000008e+01,0.5,34739.88,340.4404,4.48913732365374E-09,-4.58089262987742E-07,3.43356640341391E-09,3.5037464656554E-07,27966.5181892089,2853813.72454895,102.043940730889,62980.2056197718,617.187117320997
,583065.92,323.9758,-0.019,5.000000e+05,0.5,21721.08,9750.033,5.47487135771089E-12,-1.21968939746714E-11,0.00491677629050126,0.0109535722748919,34.1074639446273,75.984455943725,2.22779553669203,39378.3192309102,17675.9126151144
,583066.716,323.9758,-0.019,3.788642e+05,0.5,23309.24,8391.679,5.74381313169966E-12,-1.59543660812025E-11,0.00320654113402431,0.00890668445049493,35.7829228294477,99.392831414676,2.77766106163022,42257.5071658454,15213.3418110575
,583067.511,323.9758,-0.019,2.870762e+05,0.5,24423.86,7189.286,6.14882971593984E-12,-2.08891614752779E-11,0.00208155218456822,0.00707156999159422,38.3061033101164,130.135719234402,3.39725808654712,44278.2106567011,13033.5139482159
,583068.322,323.9758,-0.019,2.175258e+05,0.5,25278.85,6259.471,6.75287038800409E-12,-2.72714415655568E-11,0.00137325997926399,0.0055459052413243,42.0691680649628,169.89617639238,4.03849622436145,45828.2288491315,11347.8449163036
,583069.321,323.9758,-0.019,1.648255e+05,0.5,26045.68,5608.492,7.62932146774828E-12,-3.54303555333772E-11,0.000932341093254132,0.00432976596306944,47.5293006687183,220.72474309337,4.64397203383726,47218.4210741884,10167.6798934494
,583070.21,323.9758,-0.019,1.248930e+05,0.5,26702.1,5210.481,8.9709722833773E-12,-4.59734521645831E-11,0.000656326784137779,0.00336347132303628,55.8875439644073,286.406339010161,5.1246900238193,48408.450129353,9446.1225760686
,583071.021,323.9758,-0.019,9.463495e+04,0.5,27393.11,4973.426,1.0790876955595E-11,-5.94350211385632E-11,0.000474691616000864,0.00261455175028028,67.2252227763307,370.269492757413,5.5078953622714,49661.1876714895,9016.36367525504
,583071.817,323.9758,-0.019,7.170755e+04,0.5,28165.38,4834.149,1.31381740113126E-11,-7.65474261415489E-11,0.000349614569540692,0.00203697221675418,81.8484612899548,476.87669839032,5.82633675544548,51061.2421159488,8763.86729075098
,583072.612,323.9758,-0.019,5.433485e+04,0.5,29028.15,4711.477,1.59575782218939E-11,-9.83171464621113E-11,0.00025819043872288,0.00159075185633159,99.4128424735045,612.498140869044,6.16115710635964,52625.3647324509,8541.47424322783
,583073.408,323.9758,-0.019,4.117107e+04,0.5,29950.37,4529.638,1.90838163629991E-11,-1.26183893963243E-10,0.000188087600125605,0.00124365196869461,118.888743862473,786.102966178819,6.61208908968001,54297.2647282675,8211.81686934819
,583074.219,323.9758,-0.019,3.119651e+04,0.5,30881.24,4251.631,2.23216024717818E-11,-1.62130430208004E-10,0.000133772186102337,0.00097163911551848,139.05956902902,1010.04342227294,7.26338668619172,55984.8463780969,7707.81576100424
,583075.015,323.9758,-0.019,2.363846e+04,0.5,31750.02,3863.185,2.54258582575137E-11,-2.08965273004846E-10,9.21020623717348E-05,0.000756951148429036,158.398524297371,1301.81607000753,8.21861236259718,57559.8645715491,7003.59890843659
,583075.81,323.9758,-0.019,1.791157e+04,0.5,32498.18,3391.712,2.82281910900792E-11,-2.70472503302105E-10,6.12712028940256E-05,0.000587078908960008,175.85655386604,1684.99505315259,9.58164490381259,58916.2098046497,6148.86174514844
,583076.622,323.9758,-0.019,1.357207e+04,0.5,33094.37,2881.957,3.06246897542476E-11,-3.5167242740342E-10,3.94492294746527E-05,0.000453007243497756,190.786309551778,2190.85597711593,11.4832976342118,59997.0474122768,5224.72283863216
,583077.417,323.9758,-0.019,1.028394e+04,0.5,33536.73,2384.318,3.2643217951319E-11,-4.59144621969275E-10,2.47302664362761E-05,0.000347844653398352,203.361377202612,2860.38842120563,14.0655441094686,60799.0053855905,4322.54912518187
,583078.213,323.9758,-0.019,7.792469e+03,0.5,33849.08,1934.913,3.43793133785361E-11,-6.01426590702082E-10,1.52068635841763E-05,0.000266026607919773,214.176939490636,3746.7794980827,17.4938511447285,61365.2671926358,3507.81921516049
,583079.008,323.9758,-0.019,5.904585e+03,0.5,34064.66,1554.847,3.60419582689423E-11,-7.89632069371268E-10,9.25932775508761E-06,0.000202859735913323,224.534918143847,4919.26578286995,21.9086894080254,61756.0938946138,2818.79453145161
